Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
Maximum Ride: The Manga Vol. 1 (Maximum Ride: The Manga Serial),,B00AFGJ09G,"Yen Press; 1st edition (October 31, 2011)","October 31, 2011",English,140925 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,266 pages,Not Enabled,"#68 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #355 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #489 in Teen & Young Adult Science Fiction eBooks(https://www.amazon.com/gp/bestsellers/digital-text/6110891011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 42 ratings"
My Room is a Dungeon Rest Stop Vol. 1,,B07X6MFPRZ,"Seven Seas (January 7, 2020)","January 7, 2020",English,251714 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,142 pages,Not Enabled,"#6 in Teen & Young Adult Humorous Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232526011/ref=pd_zg_hrsr_digital-text), #18 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text), #23 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 254 ratings"
Berserk of Gluttony (Light Novel) Vol. 1,"Isshiki Ichika, fame",B08JC4X4R2,"Seven Seas Entertainment; Illustrated edition (October 29, 2020)","October 29, 2020",English,9775 KB,Enabled,Enabled,Enabled,Enabled,217 pages,Not Enabled,"#47 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #68 in Teen & Young Adult Arthurian eBooks(https://www.amazon.com/gp/bestsellers/digital-text/7006656011/ref=pd_zg_hrsr_digital-text), #71 in Teen & Young Adult Light Novel (Ranobe) eBooks(https://www.amazon.com/gp/bestsellers/digital-text/15249041011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 218 ratings"
Star Wars: Doctor Aphra Vol. 1: Aphra (Star Wars: Doctor Aphra (2016-2019)),"Kev Walker, Kamome Shirahama, &, more",B071RZ2WPV,"Marvel (June 21, 2017)","June 21, 2017",English,174421 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,155 pages,Not Enabled,"#6 in Teen & Young Adult Science Fiction Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232518011/ref=pd_zg_hrsr_digital-text), #33 in Science Fiction Graphic Novels (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11468693011/ref=pd_zg_hrsr_digital-text), #47 in Media Tie-In & Adaptation Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/11468690011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 375 ratings"
"Ouran High School Host Club, Vol. 1",Bisco Hatori,B00FDZEO6I,"VIZ Media: Shojo Beat; Illustrated edition (July 14, 2011)","July 14, 2011",English,297191 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,184 pages,Not Enabled,"#5 in Shojo Manga(https://www.amazon.com/gp/bestsellers/digital-text/7290681011/ref=pd_zg_hrsr_digital-text), #16 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text), #18 in Romance Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6391528011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 741 ratings"
My Room is a Dungeon Rest Stop Vol. 2,,B08676HNPJ,"Seven Seas (April 14, 2020)","April 14, 2020",English,286142 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,148 pages,Not Enabled,"#5 in Teen & Young Adult Humorous Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232526011/ref=pd_zg_hrsr_digital-text), #15 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text), #22 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 229 ratings"
Cutie and the Beast Vol. 1,,B08HPK6TFV,"Seven Seas (October 13, 2020)","October 13, 2020",English,236695 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,172 pages,Not Enabled,"#7 in Teen & Young Adult Romantic Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232530011/ref=pd_zg_hrsr_digital-text), #7 in Teen & Young Adult Humorous Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232526011/ref=pd_zg_hrsr_digital-text), #22 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 219 ratings"
Nimona,Noelle Stevenson,B00N0W1XGU,"Quill Tree Books; Illustrated edition (May 12, 2015)","May 12, 2015",English,189392 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,272 pages,Not Enabled,"#18 in Teen & Young Adult Humor Nonfiction eBooks(https://www.amazon.com/gp/bestsellers/digital-text/15248990011/ref=pd_zg_hrsr_digital-text), #24 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text), #51 in Teen & Young Adult Humorous eBooks(https://www.amazon.com/gp/bestsellers/digital-text/6110893011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 1,686 ratings"
Fairy Tail Vol. 17,Hiro Mashima,B00DN7BDF8,"Kodansha Comics (July 16, 2013)","July 16, 2013",English,233153 KB,Enabled,Not Enabled,Not Enabled,Not Enabled,210 pages,Not Enabled,"#136 in Teen & Young Adult Comics & Graphic Novels (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11468696011/ref=pd_zg_hrsr_digital-text), #169 in Fantasy Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6391520011/ref=pd_zg_hrsr_digital-text), #734 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 7 ratings"
Horimiya Vol. 3,"HERO, Daisuke Hagiwara",B0169ATLJU,"Yen Press (April 26, 2016)","April 26, 2016",English,64464 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,182 pages,Not Enabled,"#46 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #235 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #437 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 343 ratings"
Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs (Light Novel) Vol. 1,"Yomu Mishima, Monda",B08LR8NVBS,"Seven Seas Entertainment; Illustrated edition (November 19, 2020)","November 19, 2020",English,15392 KB,Enabled,Enabled,Enabled,Enabled,265 pages,Not Enabled,"#59 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #59 in Teen & Young Adult Humorous eBooks(https://www.amazon.com/gp/bestsellers/digital-text/6110893011/ref=pd_zg_hrsr_digital-text), #81 in Teen & Young Adult Light Novel (Ranobe) eBooks(https://www.amazon.com/gp/bestsellers/digital-text/15249041011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 151 ratings"
Horimiya Vol. 9,,B07257YM1F,"Yen Press (October 31, 2017)","October 31, 2017",English,85473 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,182 pages,Not Enabled,"#102 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #534 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #789 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 189 ratings"
Dracula (Graphic Revolve: Common Core Editions),"Bram Stoker, Tod Smith",B0189AGYHK,"Stone Arch Books; Reissue edition (December 21, 2015)","December 21, 2015",English,21378 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,72 pages,Not Enabled,"#25 in Children's Fantasy & Supernatural Mystery Books(https://www.amazon.com/gp/bestsellers/digital-text/7006696011/ref=pd_zg_hrsr_digital-text), #25 in Teen & Young Adult Classic eBooks(https://www.amazon.com/gp/bestsellers/digital-text/6110892011/ref=pd_zg_hrsr_digital-text), #37 in Teen & Young Adult Historical Mysteries & Thrillers(https://www.amazon.com/gp/bestsellers/books/10368596011/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 20 ratings"
My Room is a Dungeon Rest Stop Vol. 3,,B08935XXF6,"Seven Seas (August 25, 2020)","August 25, 2020",English,290989 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,148 pages,Not Enabled,"#4 in Teen & Young Adult Humorous Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232526011/ref=pd_zg_hrsr_digital-text), #12 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text), #18 in Supernatural Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744507011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 198 ratings"
Heartstopper Volume One,Alice Oseman,B07HXZR6PD,"Hodder Children's Books (February 7, 2019)","February 7, 2019",English,65769 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,288 pages,Not Enabled,"#3 in Teen & Young Adult LGBTQ+ Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232527011/ref=pd_zg_hrsr_digital-text), #13 in LGBTQ+ Romance for Teens & Young Adults eBooks(https://www.amazon.com/gp/bestsellers/digital-text/15248994011/ref=pd_zg_hrsr_digital-text), #16 in Teen & Young Adult LGBTQ+ Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7006624011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 2,998 ratings"
"My Hero Academia, Vol. 23: Our Brawl",Kohei Horikoshi,B0842Z7RNY,"VIZ Media: SHONEN JUMP; Illustrated edition (February 4, 2020)","February 4, 2020",English,138764 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,200 pages,Not Enabled,"#30 in Teen & Young Adult Superhero Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/15248915011/ref=pd_zg_hrsr_digital-text), #70 in Action & Adventure Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744502011/ref=pd_zg_hrsr_digital-text), #83 in Shounen Manga(https://www.amazon.com/gp/bestsellers/digital-text/7290682011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 4,249 ratings"
The Sorcerer King of Destruction and the Golem of the Barbarian Queen Vol. 1,,B08N9S32G7,"Seven Seas (December 22, 2020)","December 22, 2020",English,413202 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,204 pages,Not Enabled,"#7 in Isekai Manga(https://www.amazon.com/gp/bestsellers/digital-text/18623127011/ref=pd_zg_hrsr_digital-text), #38 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #103 in Fantasy Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6391520011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 49 ratings"
Avengers Vol. 4: Infinity (Avengers (Marvel NOW!)Graphic Novel),,B00MC2HKP2,"Marvel (January 15, 2014)","January 15, 2014",English,203962 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,166 pages,Not Enabled,"#17 in Teen & Young Adult Superhero Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/15248915011/ref=pd_zg_hrsr_digital-text), #70 in Teen & Young Adult Superhero Comics(https://www.amazon.com/gp/bestsellers/books/10368520011/ref=pd_zg_hrsr_books), #78 in Comics & Graphic Novels (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195197011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 53 ratings"
"Skip・Beat!, Vol. 45",Yoshiki Nakamura,B08WRSGYZR,"VIZ Media: Shojo Beat (March 2, 2021)","March 2, 2021",English,100238 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,168 pages,Not Enabled,"#5 in Teen & Young Adult Romantic Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232530011/ref=pd_zg_hrsr_digital-text), #6 in Shojo Manga(https://www.amazon.com/gp/bestsellers/digital-text/7290681011/ref=pd_zg_hrsr_digital-text), #19 in Humorous Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744503011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 86 ratings"
"Natsume’s Book of Friends, Vol. 25",Yuki Midorikawa,B08ZXTTHS7,"VIZ Media: Shojo Beat (April 6, 2021)","April 6, 2021",English,107107 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,168 pages,Not Enabled,"#25 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text), #26 in Supernatural Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744507011/ref=pd_zg_hrsr_digital-text), #52 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text)","None, None"
"My Hero Academia, Vol. 3: All Might",Kohei Horikoshi,B01AIXDNIE,"VIZ Media: SHONEN JUMP; Illustrated edition (February 2, 2016)","February 2, 2016",English,123541 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,192 pages,Not Enabled,"#11 in Teen & Young Adult Superhero Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/15248915011/ref=pd_zg_hrsr_digital-text), #30 in Action & Adventure Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744502011/ref=pd_zg_hrsr_digital-text), #35 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 5,163 ratings"
"The Promised Neverland, Vol. 11: The End",,B07VPCH52Y,"VIZ Media: SHONEN JUMP; Illustrated edition (August 6, 2019)","August 6, 2019",English,142876 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,192 pages,Not Enabled,"#18 in Dystopian & Post-Apocalyptic Manga(https://www.amazon.com/gp/bestsellers/digital-text/11468697011/ref=pd_zg_hrsr_digital-text), #34 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text), #60 in Mystery Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6391518011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 895 ratings"
Horimiya Vol. 8,,B0719HSKXK,"Yen Press (July 18, 2017)","July 18, 2017",English,86161 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,179 pages,Not Enabled,"#56 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #292 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #525 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 183 ratings"
"My Hero Academia, Vol. 24: All It Takes Is One Bad Day",Kohei Horikoshi,B088W96QRV,"VIZ Media: SHONEN JUMP; Illustrated edition (June 2, 2020)","June 2, 2020",English,140129 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,192 pages,Not Enabled,"#15 in Teen & Young Adult Superhero Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/15248915011/ref=pd_zg_hrsr_digital-text), #42 in Action & Adventure Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744502011/ref=pd_zg_hrsr_digital-text), #51 in Shounen Manga(https://www.amazon.com/gp/bestsellers/digital-text/7290682011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 3,831 ratings"
Horimiya Vol. 2,,B0169ATM6W,"Yen Press (January 26, 2016)","January 26, 2016",English,80753 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,188 pages,Not Enabled,"#33 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #181 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #386 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 401 ratings"
Heartstopper: Volume 2,Alice Oseman,B081SWVNTP,"Graphix (November 10, 2020)","November 10, 2020",English,92002 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,320 pages,Enabled,"#2 in Teen & Young Adult LGBTQ+ Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232527011/ref=pd_zg_hrsr_digital-text), #4 in Teen & Young Adult Romantic Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232530011/ref=pd_zg_hrsr_digital-text), #46 in Young Adult Romance Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/books/16926988011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 1,694 ratings"
Horimiya Vol. 7,,B06XZM4Z7S,"Yen Press; Translation edition (April 18, 2017)","April 18, 2017",English,88103 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,182 pages,Not Enabled,"#61 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #317 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #558 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 216 ratings"
Horimiya Vol. 6,,B01G1K1RP4,"Yen Press (January 24, 2017)","January 24, 2017",English,86802 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,184 pages,Not Enabled,"#48 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #248 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #465 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 229 ratings"
Horimiya Vol. 5,"HERO, Daisuke Hagiwara",B01BU1ITYQ,"Yen Press (October 25, 2016)","October 25, 2016",English,83092 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,190 pages,Not Enabled,"#30 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text), #164 in Manga(https://www.amazon.com/gp/bestsellers/digital-text/156115011/ref=pd_zg_hrsr_digital-text), #352 in Teen & Young Adult Manga (Books)(https://www.amazon.com/gp/bestsellers/books/10368518011/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 247 ratings"
"Demon Slayer: Kimetsu no Yaiba, Vol. 10: Human and Demon",Koyoharu Gotouge,B082VQSTP6,"VIZ Media: SHONEN JUMP; Illustrated edition (January 7, 2020)","January 7, 2020",English,137720 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,200 pages,Not Enabled,"#18 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text), #26 in Action & Adventure Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744502011/ref=pd_zg_hrsr_digital-text), #32 in Teen & Young Adult Manga (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15248912011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 2,138 ratings"
