Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
"Storey's Guide to Raising Meat Goats, 2nd Edition: Managing, Breeding, Marketing (Storey’s Guide to Raising)",Maggie Sayer,B004Q3RRL2,"Storey Publishing, LLC; 2nd edition (December 8, 2010)","December 8, 2010",English,7718 KB,Enabled,Enabled,Enabled,Enabled,345 pages,Enabled,"#17 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #54 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text), #69 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 224 ratings"
Pug Training: Dog Training for your Pug puppy,Claudia Kaiser,B07NXW253D,"Expertengruppe Verlag; 1st edition (February 19, 2019)","February 19, 2019",English,3743 KB,Enabled,Enabled,Not Enabled,Not Enabled,91 pages,Enabled,"#21 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #28 in Biological Science of Dogs & Wolves(https://www.amazon.com/gp/bestsellers/digital-text/158630011/ref=pd_zg_hrsr_digital-text), #31 in Dog Care & Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156707011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 33 ratings"
The IACUC Handbook,"Jerald Silverman, Mark A. Suckow, Sreekant Murthy, &, more",B00X76CP0M,"CRC Press; 3rd edition (May 20, 2014)","May 20, 2014",English,22670 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,827 pages,Not Enabled,"#16 in Pharmacology Toxicology(https://www.amazon.com/gp/bestsellers/digital-text/157237011/ref=pd_zg_hrsr_digital-text), #36 in Animal Rights (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159766011/ref=pd_zg_hrsr_digital-text), #52 in Medical Research (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157255011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 6 ratings"
"Storey's Guide to Raising Poultry, 4th Edition: Chickens, Turkeys, Ducks, Geese, Guineas, Game Birds (Storey’s Guide to Raising)",Glenn Drowns,B0082LW0RK,"Storey Publishing, LLC; 4th edition (May 22, 2012)","May 22, 2012",English,28574 KB,Enabled,Enabled,Not Enabled,Enabled,465 pages,Enabled,"#16 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #52 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text), #68 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 225 ratings"
Ask Your Animal: Resolving Animal Behavioral Issues through Intuitive Communication,,B004D4Y20S,"New World Library; 1st edition (November 19, 2010)","November 19, 2010",English,1433 KB,Enabled,Enabled,Not Enabled,Not Enabled,218 pages,Not Enabled,"#73 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #148 in Animal Behavior & Communication(https://www.amazon.com/gp/bestsellers/books/16311011/ref=pd_zg_hrsr_books), #421 in Biological Science of Animals(https://www.amazon.com/gp/bestsellers/digital-text/158624011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 43 ratings"
"Essential Oils For Dogs: A Practical Guide to Healing Your Dog Faster, Cheaper and Safer with the Power of Essential Oils (Essential Oils For Dogs)",Mary Jones,B01AV5T5MM,"Essential Oils For Dogs (January 19, 2016)","January 19, 2016",English,2980 KB,Enabled,Enabled,Not Enabled,Not Enabled,192 pages,Enabled,"#3 in Botany of Grasses(https://www.amazon.com/gp/bestsellers/digital-text/158657011/ref=pd_zg_hrsr_digital-text), #15 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #22 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 63 ratings"
Veterinary Laser Surgery: A Practical Guide,,B000U0SMWI,"Wiley-Blackwell; 1st edition (January 26, 2010)","January 26, 2010",English,5005 KB,Enabled,Not Enabled,Not Enabled,Not Enabled,234 pages,Enabled,"#4 in Lasers in Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157261011/ref=pd_zg_hrsr_digital-text), #11 in Veterinary Surgery(https://www.amazon.com/gp/bestsellers/books/227741/ref=pd_zg_hrsr_books), #12 in Lasers in Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/14187/ref=pd_zg_hrsr_books)","2.9 out of 5 stars, 5 ratings"
"When Good Enough is Perfect: A Veterinarian’s Guide to Change, Acceptance, and Letting Go",Cynde Gardner,B08SJ56G3H,,"January 7, 2021",English,1978 KB,Enabled,Enabled,Not Enabled,Enabled,154 pages,Enabled,"#70 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #404 in Stress Management (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156574011/ref=pd_zg_hrsr_digital-text), #1,605 in Stress Management Self-Help(https://www.amazon.com/gp/bestsellers/books/4747/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 9 ratings"
Vet Among the Pigeons,,B00AALBFJ4,"The O'Brien Press (November 15, 2012)","November 15, 2012",English,638 KB,Enabled,Enabled,Not Enabled,Enabled,258 pages,Not Enabled,"#71 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #295 in Doctors & Medicine Humor(https://www.amazon.com/gp/bestsellers/books/4463/ref=pd_zg_hrsr_books), #490 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 69 ratings"
The Stupid Things My Human Does: True Stories from the Animal ER,,B07MYNTNYW,,"January 19, 2019",English,3912 KB,Enabled,Enabled,Not Enabled,Enabled,115 pages,Enabled,"#80 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #3,297 in General Humorous Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588841011/ref=pd_zg_hrsr_digital-text), #5,752 in Humorous Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/10159382011/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 29 ratings"
"The Power of the Vagus Nerve: Stimulate and Activate the Vagus Nerve Through Scientifically Proven Techniques to Reduce Your Anxiety, Alleviate Your Depression and Live a Healthier, Happier Life",Richard Francis,B0876BXH35,,"April 15, 2020",English,1242 KB,Enabled,Enabled,Enabled,Enabled,98 pages,Enabled,"#5 in Lasers in Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157261011/ref=pd_zg_hrsr_digital-text), #10 in Digestive Organ Diseases (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157174011/ref=pd_zg_hrsr_digital-text), #10 in Equine Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157301011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 27 ratings"
It Shouldn't Happen to a Vet: The Classic Memoir of a 1930s Vet (Macmillan Collector's Library),James Herriot,B008FP2EKG,"Pan; Main Market edition (June 28, 2012)","June 28, 2012",English,511 KB,Enabled,Enabled,Not Enabled,Enabled,290 pages,Not Enabled,"#12 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #31 in Veterinary Bovine Medicine(https://www.amazon.com/gp/bestsellers/books/227722/ref=pd_zg_hrsr_books), #59 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 348 ratings"
"Storey's Guide to Raising Ducks, 2nd Edition: Breeds, Care, Health (Storey’s Guide to Raising)",Dave Holderread,B004Q3RRKI,"Storey Publishing, LLC; 2nd edition (January 19, 2011)","January 19, 2011",English,8890 KB,Enabled,Enabled,Not Enabled,Enabled,336 pages,Enabled,"#14 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #48 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text), #63 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 522 ratings"
"Storey's Guide to Raising Beef Cattle, 4th Edition: Health, Handling, Breeding (Storey’s Guide to Raising)",Heather Smith Thomas,B079VY8XDC,"Storey Publishing, LLC; 4th edition (November 27, 2018)","November 27, 2018",English,33161 KB,Enabled,Enabled,Not Enabled,Enabled,320 pages,Enabled,"#13 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #32 in Veterinary Bovine Medicine(https://www.amazon.com/gp/bestsellers/books/227722/ref=pd_zg_hrsr_books), #46 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 295 ratings"
Chimpanzee Politics: Power and Sex among Apes,,B004HYFO3S,"Johns Hopkins University Press; 25th anniversary edition (September 30, 2007)","September 30, 2007",English,10966 KB,Enabled,Not Enabled,Not Enabled,Enabled,256 pages,Not Enabled,"#18 in Zoology of Primatology(https://www.amazon.com/gp/bestsellers/digital-text/158666011/ref=pd_zg_hrsr_digital-text), #32 in Physical Anthropology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157492011/ref=pd_zg_hrsr_digital-text), #58 in Primatology(https://www.amazon.com/gp/bestsellers/books/3049171/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 146 ratings"
Kidding Goats A Simple Guide (Goat Knowledge Book 13),Felicity McCullough,B009JTR15A,"My Lap Shop Publishers; 13th edition (September 25, 2012)","September 25, 2012",English,179 KB,Enabled,Enabled,Not Enabled,Not Enabled,77 pages,Enabled,"#20 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #124 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books), #252 in Two-Hour Craft, Hobby & Home Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624234011/ref=pd_zg_hrsr_digital-text)","3.7 out of 5 stars, 8 ratings"
Review Questions and Answers for Veterinary Technicians E-Book,Heather Prendergast,B08W5D1SCX,"Mosby; 6th edition (February 1, 2021)","February 1, 2021",English,4078 KB,Enabled,Enabled,Not Enabled,Not Enabled,636 pages,Not Enabled,"#61 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #438 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 1 rating"
"Storey's Guide to Raising Sheep, 5th Edition: Breeding, Care, Facilities (Storey’s Guide to Raising)",,B07GNWC2PV,"Storey Publishing, LLC; Reprint edition (June 25, 2019)","June 25, 2019",English,34706 KB,Enabled,Enabled,Not Enabled,Enabled,367 pages,Enabled,"#11 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #30 in Veterinary Bovine Medicine(https://www.amazon.com/gp/bestsellers/books/227722/ref=pd_zg_hrsr_books), #42 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 260 ratings"
Canine and Feline Infectious Diseases - E-BOOK,Jane E. Sykes,B00DUE9Y8C,"Saunders; 1st edition (June 6, 2013)","June 6, 2013",English,127015 KB,Enabled,Enabled,Not Enabled,Not Enabled,3046 pages,Not Enabled,"#18 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #120 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 15 ratings"
"Horses, Heifers and Hairy Pigs: The Life of a Yorkshire Vet",Julian Norton,B01L1R5QVS,"Michael O'Mara (September 22, 2016)","September 22, 2016",English,8146 KB,Enabled,Enabled,Enabled,Enabled,257 pages,Not Enabled,"#65 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #363 in Biological Science of Animals(https://www.amazon.com/gp/bestsellers/digital-text/158624011/ref=pd_zg_hrsr_digital-text), #452 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 729 ratings"
Laboratory Animal and Exotic Pet Medicine - E-Book: Principles and Procedures,Margi Sirois,B012NOTZ7E,"Mosby; 2nd edition (July 24, 2015)","July 24, 2015",English,75793 KB,Enabled,Enabled,Not Enabled,Not Enabled,416 pages,Not Enabled,"#48 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text), #56 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #424 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 81 ratings"
Heal: The Vital Role of Dogs in the Search for Cancer Cures,Arlene Weintraub,B00VXGDEJY,"ECW Press; 1st edition (October 1, 2015)","October 1, 2015",English,1862 KB,Enabled,Enabled,Not Enabled,Enabled,240 pages,Enabled,"#3 in Veterinary Oncology(https://www.amazon.com/gp/bestsellers/books/227734/ref=pd_zg_hrsr_books), #52 in Oncology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157201011/ref=pd_zg_hrsr_digital-text), #54 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 31 ratings"
Acupressure for Horses: Hands-On Techniques to Solve Performance Problems and Ease Pain and Discomfort,,B07FRDMNFY,"Trafalgar Square Books; Spi edition (August 1, 2018)","August 1, 2018",English,48749 KB,Enabled,Enabled,Not Enabled,Enabled,160 pages,Not Enabled,"#9 in Equine Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157301011/ref=pd_zg_hrsr_digital-text), #22 in Scandinavia Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046446011/ref=pd_zg_hrsr_digital-text), #29 in General Norway Travel Guides(https://www.amazon.com/gp/bestsellers/books/67670/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 97 ratings"
ComPETability: Solving Behavior Problems In Your Multi-Cat Household,Amy Shojai,B007V42XN0,"FurryMuse Publishing (June 30, 2012)","June 30, 2012",English,2032 KB,Enabled,Enabled,Not Enabled,Not Enabled,134 pages,Enabled,"#12 in Cats, Lions & Tigers Biology(https://www.amazon.com/gp/bestsellers/digital-text/158628011/ref=pd_zg_hrsr_digital-text), #17 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #18 in Cat Care & Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156704011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 161 ratings"
All Creatures Great and Small: The Classic Memoirs of a Yorkshire Country Vet,James Herriot,B00844PIRO,"Pan; Reprints edition (May 17, 2012)","May 17, 2012",English,1910 KB,Enabled,Enabled,Enabled,Enabled,561 pages,Not Enabled,"#9 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #49 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text), #64 in Food Animals in Veterinary Medicine(https://www.amazon.com/gp/bestsellers/books/227728/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 1,744 ratings"
Keto Diet Cookbook for Women Over 50: Discover How to Enter the Keto Lifestyle by Cooking Tasty and Delicious Low Carb and High-Fat Recipes to Stay Healthy and Boost Your Fat Also Over 50!,Michelle  Roberts,B08Y4FVCZK,,"March 4, 2021",English,23600 KB,Enabled,Enabled,Not Enabled,Enabled,420 pages,Enabled,"#5 in History of Bolivia(https://www.amazon.com/gp/bestsellers/digital-text/18139726011/ref=pd_zg_hrsr_digital-text), #10 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #11 in Medical Technology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157135011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 19 ratings"
Horsekeeping on a Small Acreage: Designing and Managing Your Equine Facilities,Cherry Hill,B008HFUYN8,"Storey Publishing, LLC; 1st edition (July 13, 2012)","July 13, 2012",English,106696 KB,Enabled,Enabled,Not Enabled,Not Enabled,312 pages,Enabled,"#37 in Biological Science of Horses(https://www.amazon.com/gp/bestsellers/digital-text/158634011/ref=pd_zg_hrsr_digital-text), #45 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text), #47 in Recreational Area Gardening(https://www.amazon.com/gp/bestsellers/digital-text/156854011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 285 ratings"
"From Fearful to Fear Free: A Positive Program to Free Your Dog from Anxiety, Fears, and Phobias","Mikkel Becker, Lisa Radosta, &, more",B07613CG3L,"Health Communications Inc EB; Illustrated edition (April 17, 2018)","April 17, 2018",English,15362 KB,Enabled,Enabled,Not Enabled,Not Enabled,226 pages,Not Enabled,"#19 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #37 in Animal Psychology Science in Zoology(https://www.amazon.com/gp/bestsellers/books/16311021/ref=pd_zg_hrsr_books), #121 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 250 ratings"
Dr. Z's A To Z Guide to Healthy Dog Treats,,B07KF1T38V,,"November 11, 2018",English,1364 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,33 pages,Enabled,"#16 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #108 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books), #442 in Pet Dogs(https://www.amazon.com/gp/bestsellers/digital-text/156705011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 8 ratings"
Cushing's in Dogs: A Guide,Michael Holt,B01ECLB8IK,,"April 15, 2016",English,1333 KB,Enabled,Enabled,Not Enabled,Not Enabled,81 pages,Enabled,"#15 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #105 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 24 ratings"
